Function	glycolysis	gluconeogenesis	TCA Cycle	NAD(P)H-quinone oxidoreductase	NADH-quinone oxidoreductase	Na-NADH-ubiquinone oxidoreductase	F-type ATPase	V-type ATPase	Cytochrome c oxidase	Ubiquinol-cytochrome c reductase	Cytochrome o ubiquinol oxidase	Cytochrome aa3-600 menaquinol oxidase	Cytochrome c oxidase, cbb3-type	Cytochrome bd complex	RuBisCo	CBB Cycle	rTCA Cycle	Wood-Ljungdahl	3-Hydroxypropionate Bicycle	4-Hydroxybutyrate/3-hydroxypropionate	pectinesterase	diacetylchitobiose deacetylase	glucoamylase	D-galacturonate epimerase	exo-poly-alpha-galacturonosidase	oligogalacturonide lyase	cellulase	exopolygalacturonase	chitinase	basic endochitinase B	bifunctional chitinase/lysozyme	beta-N-acetylhexosaminidase	D-galacturonate isomerase	alpha-amylase	beta-glucosidase	pullulanase	ammonia oxidation (amo/pmmo)	hydroxylamine oxidation	nitrite oxidation	dissim nitrate reduction	DNRA	nitrite reduction	nitric oxide reduction	nitrous-oxide reduction	nitrogen fixation	hydrazine dehydrogenase	hydrazine synthase	dissimilatory sulfate < > APS	dissimilatory sulfite < > APS	dissimilatory sulfite < > sulfide	thiosulfate oxidation	alt thiosulfate oxidation tsdA	alt thiosulfate oxidation doxAD	sulfur reductase sreABC	thiosulfate/polysulfide reductase	sulfhydrogenase	sulfur disproportionation	sulfur dioxygenase	sulfite dehydrogenase	sulfite dehydrogenase (quinone)	sulfide oxidation	sulfur assimilation	DMSP demethylation	DMS dehydrogenase	DMSO reductase	NiFe hydrogenase	ferredoxin hydrogenase	membrane-bound hydrogenase	hydrogen:quinone oxidoreductase	NAD-reducing hydrogenase	NADP-reducing hydrogenase	NiFe hydrogenase Hyd-1	thiamin biosynthesis	riboflavin biosynthesis	cobalamin biosynthesis	transporter: vitamin B12	transporter: thiamin	transporter: urea	transporter: phosphonate	transporter: phosphate	Flagellum	Chemotaxis	Methanogenesis via methanol	Methanogenesis via acetate	Methanogenesis via dimethylsulfide, methanethiol, methylpropanoate	Methanogenesis via methylamine	Methanogenesis via trimethylamine	Methanogenesis via dimethylamine	Methanogenesis via CO2	Coenzyme B/Coenzyme M regeneration	Coenzyme M reduction to methane	Soluble methane monooxygenase	methanol dehydrogenase	alcohol oxidase	dimethylamine/trimethylamine dehydrogenase	Photosystem II	Photosystem I	Cytochrome b6/f complex	anoxygenic type-II reaction center	anoxygenic type-I reaction center	Retinal biosynthesis	Entner-Doudoroff Pathway	Mixed acid: Lactate	Mixed acid: Formate	Mixed acid: Formate to CO2 & H2	Mixed acid: Acetate	Mixed acid: Ethanol, Acetate to Acetylaldehyde	Mixed acid: Ethanol, Acetyl-CoA to Acetylaldehyde (reversible)	Mixed acid: Ethanol, Acetylaldehyde to Ethanol	Mixed acid: PEP to Succinate via OAA, malate & fumarate	Naphthalene degradation to salicylate	Biofilm PGA Synthesis protein	Colanic acid and Biofilm transcriptional regulator	Biofilm regulator BssS	Colanic acid and Biofilm protein A	Curli fimbriae biosynthesis	Adhesion	Competence-related core components	Competence-related related components	Competence factors	Glyoxylate shunt	Anaplerotic genes	Sulfolipid biosynthesis	C-P lyase cleavage PhnJ	CP-lyase complex	CP-lyase operon	Type I Secretion	Type III Secretion	Type II Secretion	Type IV Secretion	Type VI Secretion	Sec-SRP	Twin Arginine Targeting	Type Vabc Secretion	Serine pathway/formaldehyde assimilation	Arsenic reduction	Cobalt transporter CbiMQ	Cobalt transporter CbtA	Cobalt transporter CorA	Nickel ABC-type substrate-binding NikA	Copper transporter CopA	Ferrous iron transporter FeoB	Ferric iron ABC-type substrate-binding AfuA	Fe-Mn transporter MntH	histidine	arginine	lysine	serine	threonine	asparagine	glutamine	cysteine	glycine	proline	alanine	valine	methionine	phenylalanine	isoleucine	leucine	tryptophan	tyrosine	aspartate	glutamate	PET degradation	starch/glycogen synthesis	starch/glycogen degradation	polyhydroxybutyrate synthesis	bidirectional polyphosphate
litoralis	 0.78	 0.0	 0.75	 0	 0.0	 1.0	 1.0	 0	 0.75	 0.99	 0	 0	 1.0	 1.0	 0	 0.0	 0	 0.0	 0.18	 0.2	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 1	 1	 1	 0	 0	 0	 0	 0	 0	 0.0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0.64	 1.0	 1.0	 0	 0.66	 1.0	 0.99	 1.0	 1.0	 0.88	 0	 0	 0	 0	 0	 0	 0	 0.0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0.25	 1.0	 0	 0	 0	 0.5	 1	 1	 0	 0.5625	 0.0	 0	 0	 0	 0	 0	 0	 0.21000000000000002	 0	 0	 1	 1.0	 0	 0	 0	 0	 0.33	 0	 0.8458999999999998	 0	 0.666	 0.9129999999999999	 0.75	 0	 0.4	 0.75	 0	 0	 0	 0	 1.0	 0	 1.0	 0	 1	 1	 1	 1	 1	 1	 1	 1	 1	 1	 1	 0.9960000000000001	 1	 1	 0.9960000000000001	 1.0	 1.0	 1	 1	 1	 0	 0	 0	 0.8340000000000001	 1.0
lutaoensis	 0.89	 0.0	 0.75	 0	 0.0	 1.0	 1.0	 0	 0.75	 0.99	 0	 0	 1.0	 1.0	 0	 0.0	 0	 0.0	 0.18	 0.2	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0.0	 1	 0	 0	 0.33	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0.64	 1.0	 0.12	 0	 0.66	 1.0	 0.66	 1.0	 1.0	 0.88	 0	 0	 0	 0	 0	 0	 0	 0.0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0.25	 1.0	 0	 0	 0	 1.0	 1	 0	 0	 0.5625	 0.0	 0	 0	 0	 0	 0	 0	 0.21000000000000002	 0	 0	 1	 1.0	 0	 0	 0	 0	 0.33	 0	 0.8458999999999998	 0	 0.666	 0.9129999999999999	 0.75	 0	 0.4	 0.75	 0	 0	 1.0	 0	 1.0	 0	 1.0	 0	 1	 1	 1	 1	 1	 1	 1	 1	 1	 1	 1	 0.9960000000000001	 1	 1	 0.9960000000000001	 1.0	 1.0	 1	 1	 1	 0	 0.99	 1	 0.334	 1.0
manganoxydans	 0.78	 0.0	 0.75	 0	 0.7	 1.0	 1.0	 0	 0.75	 0.99	 0	 0	 1.0	 1.0	 0	 0.0	 0	 0.0	 0.18	 0.2	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 1	 1	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0.0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0.64	 1.0	 0.12	 0	 0	 1.0	 0.99	 1.0	 1.0	 0.88	 0	 0	 0	 0	 0	 0	 0	 0.0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0.25	 1.0	 0	 0	 0.501	 1.0	 1	 1	 0	 0.5625	 0.0	 0	 0	 0	 0	 0	 0	 0.21000000000000002	 0	 0	 1	 0.75	 0	 0	 0	 0	 0.33	 0	 0.8458999999999998	 0	 0.666	 0.9129999999999999	 0.75	 0	 0.4	 0.75	 1.0	 0	 0	 0	 1.0	 0	 1.0	 0	 1	 1	 1	 1	 1	 1	 1	 1	 1	 1	 1	 0.9960000000000001	 1	 1	 0.9960000000000001	 1.0	 1.0	 1	 1	 1	 0	 0.99	 1	 0.8340000000000001	 1.0
maritimus	 0.78	 0.0	 0.75	 0	 0.0	 1.0	 1.0	 0	 0.75	 0.99	 0	 0	 1.0	 1.0	 0	 0.0	 0	 0.0	 0.18	 0.2	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 1	 1	 1	 1	 1	 0	 0	 0	 0	 0	 0	 0.0	 1	 0	 0	 0.33	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0.64	 1.0	 1.0	 0	 0.66	 1.0	 0.99	 1.0	 1.0	 0.88	 0	 0	 0	 0	 0	 0	 0	 0.0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0.25	 1.0	 0	 0	 0.167	 0.5	 1	 1	 0	 0.5625	 0.17	 0	 0	 0	 0	 0	 0	 0.21000000000000002	 0	 0	 1	 1.0	 0	 0	 0	 0	 0.33	 0	 0.8458999999999998	 0	 0.666	 0.9129999999999999	 0.75	 0	 0.4	 0.75	 0	 0	 0	 0	 1.0	 0	 1.0	 0	 1	 1	 1	 1	 1	 1	 1	 1	 1	 1	 1	 0.9960000000000001	 1	 1	 0.9960000000000001	 1.0	 1.0	 1	 1	 1	 0	 0	 0	 0.8340000000000001	 1.0
mobilis	 0.78	 0.0	 0.75	 0	 0.0	 1.0	 1.0	 0	 0.75	 0.99	 0	 0	 1.0	 1.0	 0	 0.0	 0	 0.0	 0.18	 0.2	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 1	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0.16	 0	 0	 0	 0	 0.25	 0	 1	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0.64	 1.0	 1.0	 0	 0	 1.0	 0.66	 1.0	 1.0	 0.88	 0	 0	 0	 0	 0	 0	 0	 0.0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0.25	 1.0	 0	 0	 0.167	 1.0	 1	 1	 0	 0.5625	 0.0	 0	 0	 0	 0	 0	 0	 0.21000000000000002	 0	 0	 1	 1.0	 0	 0	 0	 0	 0.33	 0	 0.8458999999999998	 0	 0.666	 0.9129999999999999	 0.75	 0	 0.4	 0.5	 0	 0	 0	 0	 1.0	 0	 1.0	 0	 1	 1	 1	 1	 1	 1	 1	 1	 1	 1	 1	 0.9960000000000001	 1	 1	 0.9960000000000001	 1.0	 1.0	 1	 1	 1	 0	 0	 0	 0.334	 1.0
nanhaiticus	 0.78	 0.0	 0.75	 0	 0.77	 1.0	 1.0	 0	 1.0	 0.99	 1.0	 0	 1.0	 1.0	 0	 0.0	 0	 0.17	 0.18	 0.2	 0	 0	 0	 1	 0	 0	 0	 0	 1	 0	 0	 0	 0	 1	 0	 1	 0	 0	 1	 1	 1	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0.16	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0.64	 1.0	 1.0	 0	 0.66	 1.0	 0.99	 1.0	 0.96	 1.0	 0	 0	 0	 0	 0	 0	 0	 0.0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1.0	 0	 0	 0.334	 1	 1	 0	 0	 0.625	 0.0	 0	 0	 0	 0	 0	 0	 0.21000000000000002	 0	 0	 1	 1.0	 0	 0	 0	 0	 0.33	 0	 0.8458999999999998	 0	 0.666	 0.9129999999999999	 0.75	 0	 0.4	 1.0	 0	 0	 1.0	 0	 1.0	 0	 1.0	 0	 1	 1	 1	 1	 1	 1	 1	 1	 1	 1	 1	 0.9960000000000001	 1	 1	 0.9960000000000001	 1.0	 1.0	 1	 1	 1	 0	 0	 1	 0.167	 1.0
nitratireducens	 0.78	 0.0	 0.75	 0	 0.0	 1.0	 1.0	 0	 0.75	 0.99	 0	 0	 1.0	 1.0	 0	 0.0	 0	 0.0	 0.18	 0.2	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 1	 1	 1	 1	 1	 0	 0	 0	 0	 0	 0	 0.0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0.73	 1.0	 1.0	 0	 0.66	 1.0	 0.66	 1.0	 1.0	 0.88	 0	 0	 0	 0	 0	 0	 0	 0.0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0.25	 1.0	 0	 0	 0.334	 1.0	 1	 0	 0	 0.5625	 0.0	 0	 0	 0	 0	 0	 0	 0.21000000000000002	 0	 0	 1	 1.0	 0	 0	 0	 0	 0.33	 0	 0.8458999999999998	 0	 0.666	 0.9129999999999999	 0.75	 0	 0.4	 0.75	 0	 0	 0	 0	 1.0	 0	 1.0	 0	 1	 1	 1	 1	 1	 1	 1	 1	 1	 1	 1	 0.9960000000000001	 1	 1	 0.9960000000000001	 1.0	 1.0	 1	 1	 1	 0	 0.99	 1	 0.334	 1.0
pelagius	 0.78	 0.0	 0.75	 0	 0.0	 1.0	 1.0	 0	 0.75	 0.99	 0	 0	 1.0	 1.0	 0	 0.0	 0	 0.0	 0.18	 0.2	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 1	 0	 1	 1	 1	 0	 0	 0	 0	 0	 0	 0.96	 1	 0	 0	 0.33	 0	 0	 1	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0.64	 1.0	 0.12	 0	 0.66	 0.0	 0.66	 1.0	 0.04	 0.25	 0	 0	 0	 0	 0	 0	 0	 0.0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0.25	 1.0	 0	 0	 0.501	 1.0	 1	 1	 0	 0.5625	 0.0	 0	 0	 0	 0	 0	 0	 0.21000000000000002	 0	 0	 1	 0.75	 0	 0	 0	 0	 0.33	 0	 0.8458999999999998	 0	 0.222	 0.9129999999999999	 0.75	 0	 0.4	 0.75	 0	 0	 0	 0	 1.0	 0	 1.0	 0	 1	 1	 1	 1	 1	 1	 1	 1	 1	 1	 1	 0.9960000000000001	 1	 1	 0.9960000000000001	 1.0	 1.0	 1	 1	 1	 0	 0.99	 1	 0.334	 1.0
persicus	 0.78	 0.0	 0.75	 0	 0.0	 1.0	 0.875	 0	 0.75	 0.99	 0	 0	 1.0	 1.0	 0	 0.0	 0	 0.0	 0.18	 0.2	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 1	 1	 0	 0	 0	 0	 0	 0	 0.0	 1	 0	 0	 0.33	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0.64	 1.0	 1.0	 0	 0.66	 1.0	 0.66	 1.0	 1.0	 0.88	 0	 0	 0	 0	 0	 0	 0	 0.0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0.25	 1.0	 0	 0	 0	 0.5	 1	 1	 0	 0.5625	 0.0	 0	 0	 0	 0	 0	 0	 0.21000000000000002	 0	 0	 1	 0.75	 0	 0	 0	 0	 0.33	 0	 0.8458999999999998	 0	 0.111	 0.9129999999999999	 0.75	 0	 0.4	 0.75	 0	 0	 1.0	 0	 1.0	 0	 1.0	 0	 1	 1	 1	 1	 1	 0	 1	 1	 1	 1	 1	 0.9960000000000001	 1	 1	 0.9960000000000001	 1.0	 1.0	 1	 1	 1	 0	 0.99	 1	 0.167	 1.0
piscensis	 0.78	 0.0	 0.75	 0	 0.7	 1.0	 1.0	 0	 0.75	 0.99	 0	 0	 1.0	 1.0	 0	 0.0	 0	 0.0	 0.18	 0.2	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 1	 0	 1	 1	 1	 0	 0	 0	 0	 0	 0	 0.0	 1	 0	 0	 0.33	 0	 0	 0	 0	 0	 1	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0.64	 1.0	 1.0	 0	 0.66	 0.0	 0.66	 1.0	 0.96	 0.88	 0	 0	 0	 0	 0	 0	 0	 0.0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0.25	 1.0	 0	 0	 0.167	 0.5	 1	 0	 0	 0.5625	 0.17	 0	 0	 0	 0	 0	 0	 0.21000000000000002	 0	 0	 1	 1.0	 0	 0	 0	 0	 0.33	 0	 0.8458999999999998	 0	 0.666	 0.9129999999999999	 0.75	 0	 0.4	 0.75	 0	 0	 0	 0	 1.0	 0	 1.0	 0	 1	 1	 1	 1	 1	 1	 1	 1	 1	 1	 1	 0.9960000000000001	 1	 1	 0.9960000000000001	 1.0	 1.0	 1	 1	 1	 0	 0	 0	 0.667	 1.0
profundi	 0.78	 0.0	 0.75	 0	 0.07	 1.0	 1.0	 0	 0.75	 0.99	 0	 0	 1.0	 1.0	 0	 0.0	 0	 0.0	 0.29	 0.2	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 1	 1	 1	 1	 1	 0	 0	 0	 0	 0	 0	 0.16	 1	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0.64	 1.0	 1.0	 0	 0.66	 1.0	 0.99	 1.0	 0.0	 0.25	 0	 0	 0	 0	 0	 0	 0	 0.0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0.25	 1.0	 0	 0	 0.501	 1.0	 1	 0	 0	 0.5625	 0.0	 0	 0	 0	 0	 0	 0	 0.21000000000000002	 0	 0	 1	 1.0	 0	 0	 0	 0	 0.33	 0	 0.8458999999999998	 0	 0.222	 0.9129999999999999	 0.75	 0	 0.4	 0.75	 0	 0	 0	 0	 1.0	 0	 1.0	 0	 1	 1	 1	 1	 1	 0	 1	 1	 1	 1	 1	 0.9960000000000001	 1	 1	 0.9960000000000001	 1.0	 1.0	 1	 1	 1	 0	 0.99	 1	 0.334	 1.0
psychrophilus	 0.78	 0.0	 0.62	 0	 0.0	 1.0	 1.0	 0	 0.75	 0.99	 0	 0	 1.0	 1.0	 0	 0.0	 0	 0.0	 0.18	 0.2	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 1	 0	 1	 1	 1	 0	 0	 0	 0	 0	 0	 0.0	 0	 0	 0	 0.33	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0.45	 1.0	 1.0	 0	 0.66	 1.0	 0.99	 1.0	 1.0	 0.88	 0	 0	 0	 0	 0	 0	 0	 0.0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1.0	 1.0	 0	 0	 0.334	 0.5	 1	 0	 0	 0.5625	 0.0	 0	 0	 0	 0	 0	 0	 0.21000000000000002	 0	 0	 1	 1.0	 0	 1	 1.0	 0.8099999999999998	 0.33	 0	 0.8458999999999998	 0	 0.111	 0.9129999999999999	 0.75	 0	 0.5	 0.5	 0	 0	 1.0	 0	 1.0	 1.0	 1.0	 0	 1	 1	 1	 1	 1	 1	 1	 1	 1	 1	 1	 0.9960000000000001	 1	 1	 0.9960000000000001	 1.0	 1.0	 1	 1	 1	 0	 0	 0	 0.8340000000000001	 1.0
salarius	 0.78	 0.0	 0.75	 0	 0.77	 1.0	 1.0	 0	 0.75	 0.99	 0	 0	 1.0	 1.0	 0	 0.0	 0	 0.0	 0.24	 0.2	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 1	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0.0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0.64	 1.0	 1.0	 0	 0	 1.0	 0.99	 1.0	 1.0	 0.88	 0	 0	 0	 0	 0	 0	 0	 0.0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0.25	 1.0	 0	 0	 0.668	 0.5	 1	 1	 0	 0.5625	 0.17	 0	 0	 0	 0	 0	 0	 0.21000000000000002	 0	 0	 1	 1.0	 0	 0	 0	 0	 0.33	 0	 0.8458999999999998	 0	 0.666	 0.9129999999999999	 0.75	 0	 0.5	 0.75	 0	 0	 0	 0	 1.0	 0	 1.0	 0	 1	 1	 1	 1	 1	 1	 1	 1	 1	 1	 1	 0.9960000000000001	 1	 1	 0.9960000000000001	 1.0	 1.0	 1	 1	 1	 0	 0	 1	 0.334	 1.0
salexigens	 0.78	 0.0	 0.75	 0	 0.0	 1.0	 1.0	 0	 0.75	 0.99	 0	 0	 1.0	 1.0	 0	 0.0	 0	 0.0	 0.18	 0.2	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 1	 0	 1	 1	 1	 0	 0	 0	 0	 0	 0	 0.16	 1	 0	 0	 0.33	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0.64	 1.0	 1.0	 0	 0.66	 0.0	 0.99	 1.0	 1.0	 0.88	 0	 0	 0	 0	 0	 0	 0	 0.0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0.25	 1.0	 0	 0	 0.501	 0.5	 1	 1	 0	 0.5625	 0.0	 0	 0	 0	 0	 0	 0	 0.21000000000000002	 0	 0	 1	 1.0	 0	 0	 0	 0	 0.33	 0	 0.8458999999999998	 0	 0.666	 0.9129999999999999	 0.75	 0	 0.4	 1.0	 0	 0	 0	 0	 1.0	 0	 1.0	 0	 1	 1	 1	 1	 1	 1	 1	 1	 1	 1	 1	 0.9960000000000001	 1	 1	 0.9960000000000001	 1.0	 1.0	 1	 1	 1	 0	 0	 0	 0.8340000000000001	 1.0
salicampi	 0.78	 0.0	 0.88	 0	 0.84	 1.0	 1.0	 0	 1.0	 0.99	 0	 0	 1.0	 1.0	 0	 0.0	 0	 0.0	 0.29	 0.2	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 1	 1	 1	 1	 1	 0	 0	 0	 0	 0	 0	 0.0	 1	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0.64	 1.0	 1.0	 0	 0	 1.0	 0.99	 1.0	 1.0	 1.0	 0	 0	 0	 0	 0	 0	 0	 0.0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0.25	 1.0	 0	 0	 0.501	 1	 1	 0	 0	 0.5625	 0.0	 0	 0	 0	 0	 0	 0	 0.21000000000000002	 0	 0	 1	 0.75	 0	 0	 0	 0	 0.33	 0	 0.8458999999999998	 0	 0	 0.8999999999999998	 0.75	 0	 0.4	 0.75	 0	 0	 1.0	 0	 1.0	 0	 1.0	 0	 1	 1	 1	 1	 1	 0	 1	 1	 1	 1	 1	 0.8300000000000001	 1	 1	 0.8300000000000001	 1.0	 1.0	 1	 1	 1	 0	 0.99	 1	 0.8340000000000001	 1.0
salinus	 0.78	 0.0	 0.75	 0	 0.0	 1.0	 1.0	 0	 0.75	 0.99	 0	 0	 1.0	 1.0	 0	 0.0	 0	 0.0	 0.18	 0.2	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 1	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0.96	 1	 0	 0	 0	 0.75	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0.64	 1.0	 0.12	 0	 0.66	 1.0	 0.99	 1.0	 1.0	 1.0	 0	 0	 0	 0	 0	 0	 0	 0.0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0.25	 1.0	 1	 0	 0.501	 1.0	 1	 1	 0	 0.5625	 0.0	 0	 0	 0	 0	 0	 0	 0.21000000000000002	 0	 0	 1	 0.75	 0	 1	 1.0	 0.8999999999999998	 0.33	 0	 0.8458999999999998	 0	 0.111	 0.9129999999999999	 0.75	 0	 0.5	 0.75	 0	 0	 1.0	 0	 1.0	 0	 1.0	 0	 1	 1	 1	 1	 1	 1	 1	 1	 1	 1	 1	 0.9960000000000001	 1	 1	 0.9960000000000001	 1.0	 1.0	 1	 1	 1	 0	 0.99	 1	 0.8340000000000001	 1.0
salsuginis	 0.78	 0.0	 0.75	 0	 0.0	 1.0	 1.0	 0	 0.75	 0.99	 0	 0	 1.0	 1.0	 0	 0.0	 0	 0.0	 0.18	 0.2	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 1	 0	 0	 1	 1	 1	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0.0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0.64	 1.0	 0.12	 0	 0	 1.0	 0.66	 1.0	 1.0	 0.88	 0	 0	 0	 0	 0	 0	 0	 0.0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0.25	 1.0	 0	 0	 0.501	 1.0	 1	 1	 0	 0.5625	 0.17	 0	 0	 0	 0	 0	 0	 0.21000000000000002	 0	 0	 1	 1.0	 0	 0	 0	 0	 0.33	 0	 0.8458999999999998	 0	 0.666	 0.9129999999999999	 0.75	 0	 0.4	 0.75	 0	 0	 0	 0	 1.0	 0	 1.0	 0	 1	 1	 1	 1	 1	 1	 1	 1	 1	 1	 1	 0.9960000000000001	 1	 1	 0.9960000000000001	 1.0	 1.0	 1	 1	 1	 0	 0.99	 1	 0.334	 1.0
santoriniensis	 0.78	 0.0	 0.75	 0	 0.7	 1.0	 1.0	 0	 0.75	 0.99	 1.0	 0	 1.0	 1.0	 0	 0.0	 0	 0.0	 0.18	 0.2	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 1	 1	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0.0	 1	 0	 0	 0	 0.75	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0.64	 1.0	 0.12	 0	 0.66	 1.0	 0.66	 1.0	 1.0	 0.88	 0	 0	 0	 0	 0	 0	 0	 0.0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0.25	 1.0	 0	 0	 0.334	 1.0	 1	 0	 0	 0.5625	 0.0	 0	 0	 0	 0	 0	 0	 0.21000000000000002	 0	 0	 1	 1.0	 0	 0	 0	 0	 0.33	 0	 0.8458999999999998	 0	 0.666	 0.9129999999999999	 0.75	 0	 0.4	 0.75	 0	 0	 1.0	 0	 1.0	 0	 1.0	 0	 1	 1	 1	 1	 1	 1	 1	 1	 1	 1	 1	 0.9960000000000001	 1	 1	 0.9960000000000001	 1.0	 1.0	 1	 1	 1	 0	 0.99	 1	 0.334	 1.0
